Date,Open,High,Low,Close,Volume
2020-01-02,76.65060864291166,77.72051239013672,76.58971986572308,77.72051239013672,6473800
2020-01-03,77.1203319253556,77.50305857261695,76.6332150271636,77.26820373535156,4874100
2020-01-06,76.64190018095192,76.90285584759054,76.0852009527426,76.65929412841797,5409800
2020-01-07,76.5114443999033,76.57233318815135,75.78947259897623,76.4244613647461,6514700
2020-01-08,76.4940202249121,77.72049579972686,76.35484211454522,77.3116683959961,7296300
2020-01-09,78.5033550416705,79.29491560206709,78.34678298776664,78.74691009521484,9443500
2020-01-10,78.98177855683541,79.06006127259866,77.96405679726657,78.42507934570312,7097900
2020-01-13,78.82520702154913,79.78203338237435,78.46856806143187,79.22533416748047,7382500
2020-01-14,79.32102925784059,79.5384901283697,79.03397931601118,79.14705657958984,5855200
2020-01-15,79.15577191527723,80.07780405790137,79.15577191527723,79.62548828125,6145300
2020-01-16,80.01688694021833,80.55619219978958,79.7037428070967,80.53009796142578,5180300
2020-01-17,80.83455168730386,81.54782304743695,80.73016808470676,81.43474578857422,6962800
2020-01-21,80.74757374670214,81.41735032210148,80.19087443727486,80.48661804199219,7094600
2020-01-22,81.01722310822433,81.54782817445646,80.4344295556019,80.48661804199219,6157400
2020-01-23,79.95601346586272,81.63481169762649,78.92959786349348,81.5478286743164,6100600
2020-01-24,81.76525837475906,81.87833559830936,79.45147234592737,80.05166625976562,7815500
2020-01-27,77.0942084819267,77.80747971499623,76.1547827714193,77.18119812011719,11066500
2020-01-28,77.45956403841359,77.58134159390124,76.30267062490175,77.06813049316406,11922400
2020-01-29,76.67669179415725,76.92894715927355,74.45858862127878,75.43281555175781,17678700
2020-01-30,74.32810479513002,75.31972559239578,73.66702868787117,74.66734313964844,12224900
2020-01-31,74.62388267143204,74.79784873555371,73.51917759148152,73.78883361816406,11693900
2020-02-03,73.9975688725493,75.49370040242388,73.9975688725493,74.81522369384766,9090600
2020-02-04,75.79817340565097,77.41608308875331,75.3458576379487,76.87677764892578,9997100
2020-02-05,77.67199208178951,77.95163895994696,75.70572309456465,76.51844787597656,9982700
2020-02-06,76.59710861514515,76.64079948485825,75.28626251220703,75.28626251220703,8901400
2020-02-07,74.94544794100989,75.69700028903753,74.56093092556081,75.522216796875,8073900
2020-02-10,75.5309475336554,76.57088750414496,75.30373235789557,76.49223327636719,7289300
2020-02-11,76.78063237382634,77.10397683848906,76.33494279654714,76.47476959228516,5098500
2020-02-12,76.64954023115496,77.86425708499426,76.36989332956551,77.40109252929688,7747800
2020-02-13,77.3399334707976,79.0964694198623,77.13019992484203,78.58960723876953,8576600
2020-02-14,78.8080696811944,79.00906902161125,77.7681296168146,78.02156066894531,5686900
2020-02-18,78.1002198691755,78.18760828335722,77.15640899447226,77.97787475585938,5288800
2020-02-19,78.20506723021249,79.03527366262507,78.03903127757579,78.77310180664062,5210800
2020-02-20,78.41482316966375,78.86924692191384,76.66702822402577,77.42731475830078,5969200
2020-02-21,76.90297516691484,77.24379463711081,76.02907772183626,76.34368133544922,5800500
2020-02-24,73.87056487870626,75.19889299708117,73.63461545451729,73.86182403564453,8313600
2020-02-25,74.2987626806975,74.58715045648938,71.3712073826849,71.82563781738281,9404000
2020-02-26,72.1839370079397,72.74323091206703,70.4710985931361,70.497314453125,10541500
2020-02-27,68.88933245090496,70.67208391615421,67.60470222834977,68.41742706298828,17120800
2020-02-28,66.56476949028708,68.8718583054486,66.17151829098107,68.53977966308594,19108600
2020-03-02,68.09409413550684,72.01789885708227,67.86688557750848,71.9916763305664,14258700
2020-03-03,71.92176384570953,72.20141076707566,68.2601313435303,68.68833923339844,12395900
2020-03-04,69.29133443206157,70.08657769989644,68.0591357415137,69.6234130859375,10999600
2020-03-05,68.07662422448864,68.07662422448864,65.7870101172676,66.58226013183594,12545300
2020-03-06,64.19652924701958,66.16279922532026,62.9643368609528,65.8394546508789,18080100
2020-03-09,61.67969606461567,64.6946402084369,61.2427472514642,61.898170471191406,15930300
2020-03-10,63.410003095046896,65.4986176732432,61.19904339516362,65.4287109375,18414000
2020-03-11,63.64594896202558,64.90435667871742,58.90068583421884,59.68719482421875,17138000
2020-03-12,55.01185797468985,58.36762509870424,53.7097490036901,54.26904296875,25170600
2020-03-13,57.37136268667087,61.33011663787633,55.501219546784455,61.102901458740234,19247200
2020-03-16,52.98440810023609,55.88574762892256,50.78218592780157,51.201656341552734,23354300
2020-03-17,52.04060183812424,52.101774403931266,46.84965125186147,51.54248046875,25045200
2020-03-18,48.545000363298364,50.38018692088164,43.71234876227178,49.22664260864258,28770600
2020-03-19,49.13925675832694,55.3701469597414,46.797211156681364,53.666046142578125,25167400
2020-03-20,54.44381550048629,57.39759008792551,50.60740587377336,50.71227264404297,28420600
2020-03-23,50.01315392224288,50.1966715986236,47.19046537485927,49.41890335083008,24905800
2020-03-24,54.7147228683323,56.943164154551724,53.30774736354901,56.69846725463867,28286200
2020-03-25,58.40257537898732,60.858225382490424,55.48375740303598,57.51119613647461,22977200
2020-03-26,58.29769892114993,62.553581963599186,57.895706888491766,61.08543395996094,20997500
2020-03-27,58.271486225339515,59.6435050491552,56.64603632358222,57.97435760498047,18950500
2020-03-30,58.166615368917185,59.61728841679267,56.43630205551181,59.30268478393555,14199700
2020-03-31,58.708430472875165,59.70467302426347,57.07423985463936,57.450016021728516,20109800
2020-04-01,55.05554313839694,56.59360462307801,53.81461027416181,54.72346115112305,12880400
2020-04-02,57.45876793494592,60.03676322099682,54.976898585854535,56.8033447265625,18175000
2020-04-03,56.34017559234787,56.584865837307305,53.220361634496804,55.099239349365234,14676500
2020-04-06,57.91318063632191,59.722148077337,56.28773752563895,59.24150848388672,18010800
2020-04-07,62.54483739187078,63.34008723559481,59.71341164919149,60.04549026489258,13799400
2020-04-08,60.805795082239996,62.85071221461445,59.89694080097044,62.54484939575195,10417600
2020-04-09,62.22149229584837,64.89562287717517,61.295163184154674,64.56353759765625,19748100
2020-04-13,64.24893101907108,64.31884440807443,61.47867798606367,62.71087646484375,11191800
2020-04-14,64.39750182337112,64.95679562845157,63.49738856417315,64.38002014160156,10912000
2020-04-15,62.9293587562367,63.951817197196185,61.79328937696488,63.40126419067383,10642500
2020-04-16,63.890658717319106,64.45869353210456,62.35259696258111,64.24021911621094,11946800
2020-04-17,66.95802017068424,67.63091822484282,65.51608814913537,67.37748718261719,14268400
2020-04-20,66.43367834143736,67.27262572437559,65.61221930774373,65.82195281982422,9684700
2020-04-21,64.14407044452804,64.63345085461614,62.69339756132686,63.54981994628906,10345800
2020-04-22,65.14905987763248,68.2164352355819,65.04418977967788,67.68335723876953,11347000
2020-04-23,67.57848991509945,67.8756118412247,64.89562506958588,65.67339324951172,15513400
2020-04-24,66.19774006195173,66.44243031158287,64.85193702167125,66.04917907714844,8456000
2020-04-27,67.010453715166,68.19895472703165,66.88810861105995,67.93678283691406,8258500
2020-04-28,68.74950135193411,69.57096697568431,67.25513771768954,68.76698303222656,12801400
2020-04-29,68.32131495648295,68.8194363241367,67.04542525455071,67.16777038574219,24575500
2020-04-30,67.14154185283978,67.84939664504203,65.70835058595887,67.05415344238281,15186000
2020-05-01,65.45492824832974,66.31134411913017,63.97803924581713,64.48490142822266,11216700
